Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,Instructor,Date (MM/DD),Location,Attribute,
NR,58699,ARCH,6961,80,T,3,URBAN DATA 1,R,10:00 am-12:50 pm,10,2,8,James Fleet Hower (P),08/29-12/20,TBA, 
NR,58716,ARCH,6962,80,T,3,GEO-ACTORS 1,F,10:00 am-12:50 pm,4,3,1,Cathryn M Dwyre (P),08/29-12/20,TBA, 
C,59266,ARCH,6965,1,T,2,SEMINAR ON SENSORY CULTURE,R,10:00 am-11:50 am,3,1,2,Ted Krueger (P),08/29-12/20,DARRIN 236, 
C,59537,ARCH,6966,1,T,3,DESIGN PROGRAMMING 1,T,01:00 pm-03:50 pm,2,2,0,Dennis Robert Shelden (P),08/29-12/20,SAGE 4203, 
C,59772,ARCH,6967,2,T,2,CERAMIC ASSEMBLIES,F,12:00 pm-01:50 pm,2,1,1,John Rhett Russo (P),08/29-12/20,GREENE STU, 
NR,59539,ARCH,6968,1,T,4,LGHT SCI & TECH ARCHITECTURE,TF,12:00 pm-01:50 pm,4,0,4,"Nadarajah Narendran (P), Jean Paul Freyssinier , Ukwatte Lokuliyanage Indika Upendra Perera",08/29-12/20,GURLEY, 
NR,57409,ARCH,6980,81,T,1.000-9.000,MASTER'S PROJECT,MR,02:00 pm-05:50 pm,10,1,9,Christopher S Perry (P),08/29-12/20,TBA, 
NR,59264,ARCH,6990,2,T,1.000-12.000,MASTER'S THESIS, ,TBA,10,1,9,Dennis Robert Shelden (P),08/29-12/20,TBA, 
NR,56232,ARCH,6990,5,T,1.000-12.000,MASTER'S THESIS, ,TBA,10,3,7,Ning Xiang (P),08/29-12/20,TBA, 
NR,56384,ARCH,6990,10,T,1.000-12.000,MASTER'S THESIS, ,TBA,10,0,10,Jonas Braasch (P),08/29-12/20,TBA, 
NR,56570,ARCH,6990,80,T,1.000-12.000,MASTER'S THESIS, ,TBA,10,2,8,Alexandros Tsamis (P),08/29-12/20,TBA, 
NR,56081,ARCH,9990,1,T,1.000-15.000,ARCHITECTURE DISSERTATION, ,TBA,10,0,10,Ning Xiang (P),08/29-12/20,TBA, 
